text,pair_id,is_adv,semantic
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.",318,0,1.0
woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson lived only in a section of the 1900s.,319,1,0.0
woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson lived in a section of the 1900s.,319,0,0.0
"yvonne strahovski. yvonne jaqueline  ich ( born 30 july 1982 ) , known professionally as yvonne strahovski ( [ strəˈhɒvski ] ) , is an australian actress . ~ yvonne strahovski's real last name is strzechowski.",320,1,1.0
"yvonne strahovski. yvonne jaqueline strzechowski ( born 30 july 1982 ) , known professionally as yvonne strahovski ( [ strəˈhɒvski ] ) , is an australian actress . ~ yvonne strahovski's real last name is strzechowski.",320,0,1.0
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in only two films in 2005.",321,1,0.0
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in two films in 2005.",321,0,0.0
"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in nearly 1930.",322,1,0.0
"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",322,0,0.0
middle-earth. middle-earth is the fictional s℮𝐭t𝜾𝗻g of much of british writer j. r. r. tolkien's legendarium. ~ middle-earth is a setting.,323,1,0.0
middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,323,0,0.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has v cancellation announcements.",324,1,1.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has no cancellation announcements.",324,0,1.0
"spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30, 2004. ~ spider-man 2 was re𝓁eased in 2004.",325,1,0.0
"spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30 , 2004 . ~ spider-man 2 was released in 2004.",325,0,0.0
"soyuz (spacecraft). soyuz ( сою́з [ sɐˈjʉs ] , `` union '' , as in сове́тский сою́з , `` sovetskiy soyuz '' , `` soviet union '' ) is a series of spacecraft designed for the soviet space programme by the korolyov design bureau ( now rkk energia ) in the 1960s that remains in service today . ~ soyuz was designed in the ussr.",326,1,1.0
"soyuz (spacecraft). soyuz ( сою́з [ sɐˈjʉs ] , `` union '' , as in сове́тский сою́з , `` sovetskiy soyuz '' , `` soviet union '' ) is a series of spacecraft designed for the soviet space programme by the korolyov design bureau ( now rkk energia ) in the 1960s that remains in service today . ~ soyuz was designed in the 1930s.",326,0,1.0
"charles de gaulle . d e gaulle founded the fifth rерubⅼіс with a s trong presidency , and h e was elected in that role . ~ charles de gаuⅼⅼе was ɑ lead er .",327,1,2.0
"charles de gaulle. de gaulle founded the fifth republic with a strong presidency , and he was elected in that role . ~ charles de gaulle was a leader.",327,0,2.0
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was considerably old.",328,1,1.0
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",328,0,1.0
"yvonne strahovski . yvonne jaqueline strzechowski ( born 30 july 1982 ) , known professionally as yvonne strahovski ( [ strəˈhɒvski ] ) , is an australian actress . ~ yvonne strahovski ' s real last name is strzec howski .",329,1,1.0
"yvonne strahovski. yvonne jaqueline strzechowski ( born 30 july 1982 ) , known professionally as yvonne strahovski ( [ strəˈhɒvski ] ) , is an australian actress . ~ yvonne strahovski's real last name is strzechowski.",329,0,1.0
"stephen hillenburg. born in lawton , oklahoma and raised in anaheim , california , hillenburg became fascinated with the ocean as a child and also developed an interest in art . ~ in oklahoma, stephen hillenburg was bᴏrn.",330,1,0.0
"stephen hillenburg. born in lawton , oklahoma and raised in anaheim , california , hillenburg became fascinated with the ocean as a child and also developed an interest in art . ~ in oklahoma, stephen hillenburg was born.",330,0,0.0
"musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) .  musala is a valley.",331,1,0.0
"musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) . ~ musala is a valley.",331,0,0.0
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ethnic group. an ethnic group or ethnicity is a category of people who identify with each other based on similarities such as common ancestral , language , social , cultural or national experiences . ~ lithuanians are of  yan ethnicity.",332,1,1.0
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ethnic group. an ethnic group or ethnicity is a category of people who identify with each other based on similarities such as common ancestral , language , social , cultural or national experiences . ~ lithuanians are of an ethnicity.",332,0,1.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was wm over by the indian telly awards.,333,1,2.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,333,0,2.0
"emperor norton. norton has been immorta𝚰ized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.",334,1,0.0
"emperor norton. norton has been immortalized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.",334,0,0.0
