correctness,original_samples,adversarial_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,comparison_result,mapped_correctness,is_valid_ground_truth,original_is_correct,prediction_flipped
SUPPORTED,"horse. humans began to domesticate horses around 4000 bc , and their domestication is believed to have been widespread by 3000 bc . ~ the horse was domesticated on a broad scale by 3000 bc.","horse. humans began to domesticate horses around 4000 bc, and their domestication is believed to have been widespread by 3000 bc. ~ the horse was domesticated on a broad sc𝙖le by 3𝝤00 bc.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . ~ i want to know what love is is a single.,i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . .~ i want to know what love is is a single.,0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"the sterile cuckoo. the movie was adapted by alvin sargent from the 1965 novel by john nichols , and directed by alan j. pakula , in his directing debut . ~ the sterile cuckoo was directed by tim burton.","the sterile cuckoo. the movie was adapted by alvin sargent from the 1965 novel by john nichols , and directed by alan j. pakula , in his directing debut . present~ the sterile cuckoo was directed by tim burton.",0.0,4.0,2.0,3.0,0.0,2.0,0.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
SUPPORTED,"james spader. he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary's cast included james spader.","james spader . he is best known for portraying eccentric characters in films such as the drama sex , lies , a nd videotape ( 1989 ) , th e action sсіеnϲе fiction film stargate ( 1994 ) , the controversial рsусhоⅼоgіϲаⅼ thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary ' s cast included jam es spader .",0.0,3.0,0.0,4.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.","vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in nearly 1930.",1.0,4.0,0.0,3.0,0.0,3.0,0.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.",2.0,5.0,2.0,4.0,,,2.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.","vatican city. vatican city exist metro advertisements the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",2.0,4.0,1.0,4.0,1.0,5.0,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated entirely by otto i, holy roman emperor.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional wrestler for the wwe.","chrіs bе nоіt . christopher mіс  hɑеⅼ b еnоіt ( [ bəˈn wa ] ; ma y 21 , 1967 -- junе 2 4 , 20 07 ) wa s а cɑnɑdіɑn profe ssional wrеst ⅼеr . du ring hi  s 2  2 - year саrееr , benoi  t worke d fо r nu merous promot ions inclu di ng thе wо rⅼd w  restling feder ation / wоrⅼd wr еs tⅼіng entеrtаіnmе nt ( wwf / w  we ) , wοrⅼd chаmріоnshір wrе st  ⅼіng ( wcw ) , extreme c hampions hip wrеstⅼіng ( ecw ) , аnd nеw jараn prо - wrеst ⅼіng ( njpw ) . ~ c hris b e noit is a рrоfеssіоnаⅼ wrеstⅼеr fo r thе w we .",0.0,5.0,2.0,3.0,2.0,4.0,2.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,"alexandra daddario. alexandra anna daddario ( born march 16 , 1986 ) is an american actress . ~ alexandra daddario acts.","alexandra daddario. alexandra anna daddario ( born march 16 , 1986 ) is an american actress . ~  ex  und acts.",2.0,5.0,2.0,3.0,,,2.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady diana spencer . ~ diana, princess of wales became known as lady diana thatcher.","diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady  rd spencer . ~ diana, princess of wales became known as lady diana thatcher.",2.0,5.0,2.0,4.0,,,2.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
SUPPORTED,jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's eighth ruler.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
SUPPORTED,"touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic voting machines , point of sale systems , and smartphones . ~ touchscreens are used in electronic voting and gaming machines.","touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic  tv machines , point of sale systems , and smartphones . ~ touchscreens are  chief in electronic voting and gaming machines.",2.0,5.0,1.0,2.0,1.0,5.0,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.","s t . anger . in 2004 , the album ' s lead single , `` st . anger '' , w o n a grɑmmу award fоr best metal performance . st . an ger ( s ong ). it was r eleased іn june 2003 as the lead single f rom thei r eighth studio album of the same name . ~ st . angеr is thе seco nd studіо album by metallica .",2.0,3.0,0.0,2.0,2.0,5.0,2.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
REFUTED,"san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.","san die go co  mic - co n . i t w ɑs fοun dеd ɑs th e golden stаtе comic b о оk convention іn 1 970 b y а group of sa n diegans thаt іnсⅼudеd shеⅼ dorf , rich  ard alf , kе n kru eger and mіk е towry ; ⅼаtеr , і t wаs саⅼⅼеd th е `` san diego comic book cοnvеntіοn '' . ~ on e оf the founders o f sa n diego comi c - co n w  аs brіtnеу spears .",2.0,2.0,0.0,2.0,2.0,5.0,2.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,"monster. a monster is any creature , usually found in legends or horror fiction , that is often hideous and may produce fear or physical harm by its appearance or its actions . ~ a monster is usually found in myths or horror fiction.","monster. a monster is any creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by its appearance or its actions. ~ a mo𝘯steꭇ is usually fou𝑛ⅆ in myths or horror fiction.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars only alan rickman.","a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars not only alan rickman.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,REFUTED,True,False,False
SUPPORTED,adobe photoshop. it is currently a licensed software . ~ there is a software called adobe photoshop.,ctrl photoshop. it is currently a licensed software . ~  co is a software called adobe photoshop.,2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
SUPPORTED,"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.","estonia . in 2005 estonia b ecame thе first nation to hold elections over the internet , and in 2014 the first nation to provide e - residency . electronic voting in estonia . estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estоnіа is a c ountry .",0.0,4.0,0.0,4.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
